,900.8136649,904.7187977,909.9188285,913.8137419,917.7042757,921.5904297,925.4722041,929.3495988,933.2226138,937.091249,942.2426166,946.1010326,949.9550689,953.8047255,957.6500024,961.4908996,965.3274171,969.1595549,972.9873131,978.0841777,981.9017166,985.7148757,989.5236552,993.3280549,997.128075,1000.923715,1004.714976,1009.763177,1013.544219,1017.32088,1021.093162,1024.861065,1028.624587,1032.38373,1036.138493,1039.888877,1044.882576,1048.62274,1052.358524,1056.089929,1059.816954,1063.5396,1067.257865,1070.971752,1075.916787,1079.620454,1083.319741,1087.014648,1090.705176,1094.391324,1098.073092,1101.750481,1105.423489,1110.314022,1113.976811,1117.635221,1121.289252,1124.938902,1128.584173,1132.225064,1135.861576,1140.703445,1144.329737,1147.951649,1151.569182,1155.182335,1158.791109,1162.395502,1165.995516,1169.59115,1174.378517,1177.963932,1181.544967,1185.121623,1188.693899,1192.261795,1195.825311,1199.384448,1204.123151,1207.672069,1211.216606,1214.756765,1218.292543,1221.823942,1225.350961,1228.8736,1232.39186,1237.07606,1240.5841,1244.087761,1247.587042,1251.081943,1254.572465,1258.058607,1261.540369,1266.175906,1269.647449,1273.114612,1276.577396,1280.0358,1283.489824,1286.939468,1290.384733,1293.825618,1298.406652,1301.837318,1305.263604,1308.68551,1312.103037,1315.516184,1318.924951,1322.329339,1326.86171,1330.255878,1333.645666,1337.031075,1340.412105,1343.788754,1347.161024,1350.528914,1353.892425,1358.370292,1361.723584,1365.072495,1368.417027,1371.757179,1375.092951,1378.424344,1381.751357,1385.07399,1389.497355,1392.809769,1396.117804,1399.421458,1402.720733,1406.015628,1409.306144,1412.59228,1416.966981,1420.242898,1423.514435,1426.781592,1430.04437,1433.302767,1436.556785,1439.806424,1443.051682,1447.371881,1450.606921,1453.83758,1457.06386,1460.285761,1463.503281,1466.716422,1469.925183,1474.196719,1477.395261,1480.589423,1483.779206,1486.964609,1490.145632,1493.322275,1496.494539,1499.662423,1503.879456,1507.03712,1510.190406,1513.339311,1516.483837,1519.623983,1522.759749,1525.891136,1530.059505,1533.180672,1536.29746,1539.409868,1542.517896,1545.621545,1548.720814,1551.815703,1554.906212,1559.020079,1562.100369,1565.176279,1568.24781,1571.314961,1574.377733,1577.436124,1580.490136,1584.55534,1587.599132,1590.638545,1593.673579,1596.704232,1599.730506,1602.752401,1605.769915,1608.78305,1612.79375,1615.796666,1618.795202,1621.789358,1624.779134,1627.764531,1630.745548,1633.722186,1637.684223,1640.650641,1643.612679,1646.570338,1649.523617,1652.472516,1655.417036,1658.357176,1661.292936,1665.20047,1668.126011,1671.047173,1673.963954,1676.876356,1679.784378,1682.688021,1685.587283,1689.446154,1692.335198,1695.219862,1698.100146,1700.97605
AA,0.92784952,0.934479601,0.936522559,0.936433141,0.939434105,0.938274966,0.93932594,0.941184388,0.943924877,0.946884337,0.948001776,0.949478574,0.95075735,0.952203997,0.952806837,0.955185008,0.956638208,0.960256662,0.96101572,0.968110958,0.972724846,0.976028678,0.97872498,0.980658455,0.979855304,0.979534108,0.978082155,0.976955418,0.975787513,0.976499915,0.97658973,0.976642564,0.976256043,0.97604471,0.975838927,0.975593631,0.975528031,0.975896545,0.975304529,0.974625094,0.97529307,0.97376323,0.973027882,0.971426205,0.970761078,0.970573181,0.970929015,0.970855407,0.969707426,0.970538575,0.970752444,0.970518292,0.970926828,0.971117128,0.970920126,0.972405512,0.972780814,0.973307301,0.97518424,0.977316524,0.979378737,0.982594567,0.984907088,0.987460648,0.991279475,0.995293963,0.997923304,1.00319482,1.007637141,1.011850146,1.016602804,1.021015918,1.025591179,1.030472781,1.033075187,1.032242802,1.031432591,1.031012845,1.032210949,1.032368732,1.031432354,1.029452008,1.026588794,1.025816103,1.025752229,1.025565135,1.024227132,1.02215731,1.019874902,1.018079255,1.017276493,1.016676769,1.01747387,1.018476149,1.020421337,1.022852661,1.024704876,1.025563174,1.026052344,1.024896283,1.024480656,1.024172041,1.023018349,1.02361486,1.023690483,1.024008591,1.024959428,1.025204185,1.026139673,1.027139957,1.028079556,1.030215902,1.03223482,1.033718424,1.036425838,1.039209889,1.043305119,1.048124956,1.055916685,1.062423222,1.067239345,1.067782766,1.067222098,1.068158909,1.069759308,1.072221205,1.075360662,1.07782641,1.079199579,1.08178584,1.085832892,1.089031216,1.093598451,1.098939638,1.105233673,1.112936795,1.121532469,1.131022947,1.143595123,1.153830069,1.165418451,1.175900546,1.187123761,1.198906597,1.209554828,1.220697005,1.230928861,1.242126042,1.252851997,1.260730583,1.265508435,1.258910024,1.246881016,1.238759949,1.233957106,1.234413882,1.235706881,1.239031189,1.242602992,1.244841981,1.245367319,1.245725999,1.244216312,1.244316279,1.247130089,1.247735646,1.248473556,1.248603561,1.249403042,1.250478428,1.249081798,1.248543719,1.247458226,1.24684328,1.246441768,1.244789078,1.245764463,1.245029316,1.247327793,1.251428304,1.254973891,1.255305078,1.255356728,1.259407438,1.259335958,1.25960275,1.26045664,1.265349632,1.265222619,1.268546837,1.26689333,1.26681347,1.263408088,1.266070079,1.26702097,1.2703247,1.269155864,1.267814589,1.269330286,1.268617865,1.27139967,1.27350282,1.270193366,1.272747851,1.276328513,1.276652408,1.277330783,1.275381646,1.276707638,1.277733936,1.276200933,1.279617666,1.281263555,1.282414928,1.282543186,1.284409309,1.284778188,1.28666402,1.290366078,1.289193401,1.288249642,1.286309819,1.286199049,1.281896903,1.282541697,1.286653958,1.261589218,1.264233087
AA,0.967278501,0.974908162,0.977701103,0.977337972,0.9798847,0.979322662,0.981258558,0.981701043,0.984055877,0.985316764,0.985819603,0.986913508,0.988140429,0.988749208,0.989396467,0.991231085,0.992945738,0.995230628,0.997423925,1.004525438,1.008890927,1.013279591,1.016084601,1.017509779,1.016142087,1.01534324,1.013495824,1.011208074,1.01001253,1.010076417,1.009534632,1.009823058,1.009124715,1.008185731,1.00848411,1.007790324,1.007968297,1.008652567,1.007720839,1.007011822,1.007225057,1.006006497,1.005407197,1.002910449,1.002724019,1.003340094,1.002125175,1.002190952,1.001523864,1.002723903,1.001644756,1.00193567,1.002006263,1.001354949,1.001266824,1.002317635,1.002513938,1.003136606,1.003683152,1.004924387,1.006102462,1.008263467,1.009570375,1.011827719,1.013862637,1.016925519,1.018923737,1.022128335,1.025451861,1.027911881,1.03241768,1.037211893,1.042403388,1.046927004,1.050540292,1.050073347,1.049408839,1.049524855,1.052210649,1.05342688,1.053186241,1.051496831,1.04826452,1.046651628,1.047038204,1.047529864,1.045327309,1.042972732,1.041107705,1.038816051,1.038190158,1.037608527,1.038785348,1.039512904,1.041115459,1.043601587,1.045621211,1.046154339,1.046551941,1.045328731,1.044126982,1.043822785,1.042540655,1.042782659,1.043240176,1.042668779,1.04334632,1.043843557,1.044249959,1.044639694,1.045969933,1.04678306,1.048592537,1.050067852,1.051550623,1.053730224,1.056965705,1.060777674,1.068241131,1.07490513,1.079366346,1.078297413,1.076724593,1.075799587,1.076479999,1.079246528,1.080833908,1.081889775,1.082302241,1.083160291,1.084218189,1.085979854,1.087650966,1.091414733,1.095774955,1.101615105,1.107182989,1.114963286,1.124880191,1.134997486,1.146026471,1.156315069,1.168304085,1.181400772,1.193380714,1.206964975,1.217476563,1.231218767,1.243009247,1.252734417,1.257348971,1.248432375,1.231998417,1.219301348,1.211696035,1.209954538,1.210482724,1.214360057,1.217498726,1.218363276,1.21864494,1.217293578,1.216560354,1.216283404,1.218555734,1.220166993,1.222004256,1.222559485,1.224361428,1.225929909,1.227304592,1.227630527,1.227484247,1.228760103,1.229654189,1.22979603,1.230695927,1.231156077,1.234931455,1.23848054,1.24290054,1.245196674,1.245674871,1.248402044,1.251215184,1.253898778,1.254180513,1.259422017,1.260904229,1.264214686,1.263500102,1.264798421,1.264206457,1.266018192,1.266924537,1.271108366,1.270775611,1.270059319,1.275130429,1.275088641,1.276397454,1.277071983,1.277259908,1.27888909,1.283087051,1.281787653,1.285110428,1.283771823,1.284949438,1.28729017,1.287857535,1.289737429,1.28855112,1.290345441,1.291064607,1.293909079,1.292624097,1.290741275,1.291034139,1.286903892,1.285601906,1.276968972,1.27723076,1.272338095,1.260117298,1.26305769,1.248937672,1.251042218
AA-API_GY-G,0.838155412,0.847453045,0.848661241,0.850377569,0.851857753,0.85205941,0.853048148,0.856234453,0.858125322,0.858811532,0.860502816,0.86278428,0.863864434,0.865370599,0.865450503,0.86706994,0.869614496,0.872964298,0.874250411,0.880318633,0.8839268,0.888106157,0.89009356,0.891093861,0.890913133,0.890903507,0.888938408,0.888416934,0.887507298,0.887604617,0.888036947,0.888389459,0.887939156,0.887570405,0.88745755,0.887117156,0.887277027,0.887949841,0.886404609,0.88578587,0.88558695,0.884996906,0.884578232,0.88245654,0.882187638,0.88209687,0.881311562,0.881131765,0.880559513,0.881501877,0.881443413,0.881444605,0.88153732,0.881385757,0.881651977,0.882618285,0.883158643,0.884336928,0.885496904,0.888473678,0.890407852,0.893565238,0.896962428,0.899793808,0.902906636,0.907572285,0.911544891,0.916522613,0.921382207,0.924928593,0.930970717,0.935594866,0.939515571,0.943416712,0.945818386,0.945298114,0.943457234,0.943009247,0.943737098,0.943334348,0.942426997,0.940873307,0.938251317,0.93653908,0.937567723,0.937212195,0.935222436,0.933670431,0.931968932,0.930084069,0.92895268,0.928875324,0.929512682,0.930780029,0.932344537,0.934563067,0.936876164,0.937527146,0.937928463,0.937031538,0.93655189,0.935955834,0.935293232,0.935338696,0.935870643,0.935888934,0.936936231,0.937604369,0.938831958,0.939469449,0.940574582,0.94221049,0.944635628,0.946859129,0.949216353,0.952095937,0.95573661,0.960274528,0.967885431,0.97434646,0.978916108,0.980711393,0.980775411,0.981609497,0.983540368,0.987243821,0.989660277,0.992655182,0.994426968,0.997708662,1.003415304,1.008373068,1.013635911,1.021299738,1.028400886,1.037568242,1.047411456,1.058164511,1.071618366,1.081822968,1.093291259,1.102819549,1.114617731,1.125020778,1.13369086,1.143082883,1.152014302,1.162296513,1.169832633,1.17672901,1.182174263,1.177756856,1.170072326,1.164270101,1.161227618,1.162106299,1.162656066,1.167405454,1.171724883,1.173801952,1.175581942,1.176855694,1.177867175,1.176194978,1.176951228,1.177707832,1.178348301,1.1777015,1.176284176,1.176852391,1.175585233,1.174822974,1.171423051,1.171573424,1.17019628,1.169161132,1.167454356,1.166048572,1.168892697,1.170634127,1.17346823,1.175360761,1.17517845,1.177161056,1.176910225,1.17864955,1.177726408,1.180065752,1.17902482,1.182179167,1.180248907,1.180446622,1.179627675,1.179536294,1.179612989,1.18204857,1.178616763,1.179554607,1.181768476,1.179753426,1.182677889,1.182781469,1.183174925,1.183940278,1.185175121,1.183999488,1.185934016,1.183659361,1.186553341,1.186428937,1.185960021,1.187029418,1.187987769,1.191922157,1.192048027,1.196206271,1.198287728,1.198202449,1.198357085,1.196836955,1.195150294,1.19101241,1.18591989,1.182292447,1.179180213,1.185966685,1.179519941,1.17006514
AA-API_GY-Y,0.901097878,0.912510118,0.915196393,0.915113627,0.916753119,0.916526479,0.917927089,0.921419927,0.92484345,0.925675999,0.926555255,0.929378362,0.931210598,0.933409129,0.932541667,0.935422864,0.938183236,0.940755219,0.942833677,0.949618193,0.952612002,0.957773805,0.959994628,0.961095725,0.960690104,0.960409907,0.958707788,0.957875908,0.957452721,0.957570765,0.957564173,0.958147415,0.958466741,0.957907915,0.957136823,0.956470329,0.957203106,0.957800478,0.956878091,0.956949879,0.956280462,0.955876885,0.955012685,0.953266301,0.952482161,0.952496169,0.951758893,0.952493387,0.951452163,0.951665228,0.951810522,0.951795506,0.952087874,0.951593521,0.952436032,0.952998823,0.952853996,0.954032039,0.955165714,0.957539086,0.95884372,0.961662121,0.9641872,0.966448593,0.969382475,0.973216311,0.976115232,0.980728352,0.984564601,0.987364855,0.992105762,0.996798854,1.000433219,1.00463821,1.006784422,1.006504483,1.005626228,1.00505606,1.007258383,1.006432431,1.005644965,1.004521689,1.002005092,1.001167998,1.001739864,1.00178408,1.000453094,0.998335234,0.997548861,0.99536057,0.9943847,0.994200215,0.99528513,0.996482062,0.998266423,1.000149328,1.002581617,1.002969725,1.003496861,1.002691463,1.002170508,1.001606599,1.001139131,1.001144319,1.001719606,1.001762959,1.002869683,1.003203212,1.004132668,1.004317805,1.005834632,1.00692412,1.009097555,1.010892111,1.012987946,1.015823652,1.018935128,1.023238875,1.029943206,1.035674559,1.040191247,1.040700486,1.040136437,1.040490401,1.041858381,1.044977609,1.046864749,1.049259495,1.050647738,1.052317753,1.056606887,1.059926041,1.063373205,1.069663903,1.075315299,1.082449932,1.090492538,1.099132503,1.11034983,1.119338834,1.12990719,1.138501507,1.14850779,1.159907268,1.168860962,1.177954288,1.186933976,1.197349121,1.20581269,1.212578171,1.216693802,1.212531039,1.202779269,1.194808303,1.190828229,1.190744006,1.191087091,1.195075189,1.19955817,1.200027759,1.201336414,1.202189965,1.202299481,1.202382811,1.203119731,1.203828275,1.205277818,1.205487532,1.205446726,1.206402263,1.206048223,1.205935584,1.204712761,1.205033484,1.204294817,1.204755649,1.205172192,1.204574877,1.207311207,1.209244117,1.212649493,1.214078502,1.216129254,1.21775724,1.217923056,1.221849354,1.221655773,1.223772393,1.224384316,1.228049581,1.227804728,1.227349846,1.227230855,1.228655013,1.228805681,1.233847785,1.231399887,1.230977162,1.23561669,1.233656403,1.235882297,1.237429672,1.237394989,1.236915919,1.243046622,1.239696611,1.241707452,1.240660449,1.24453338,1.244963895,1.244381136,1.248038272,1.247129885,1.251721713,1.252467895,1.251342051,1.253094316,1.251956255,1.253061142,1.246322126,1.240052049,1.238781089,1.241772685,1.230457789,1.228561158,1.218944309,1.213165507,1.225466985
AA-API_O,0.901792381,0.912248148,0.913616473,0.913351289,0.917708424,0.918141716,0.91819742,0.920881597,0.92446093,0.92481751,0.92694807,0.929605309,0.930860532,0.93282568,0.932892093,0.935302974,0.937831988,0.940890284,0.942595618,0.949368592,0.952711612,0.95735231,0.959617562,0.960800354,0.961162735,0.96089748,0.959343866,0.958697445,0.957672013,0.957855418,0.957746601,0.958732772,0.958735895,0.958132935,0.958134985,0.957668009,0.957772166,0.958428531,0.957341625,0.957022487,0.956402601,0.956220924,0.954789101,0.95335248,0.95317781,0.953091192,0.951886091,0.952304673,0.951179497,0.95264475,0.952414504,0.952377545,0.952436968,0.952368014,0.952419785,0.953469123,0.953850407,0.954387385,0.955383831,0.958262565,0.959574815,0.962676569,0.964597597,0.967449857,0.969780623,0.974593433,0.977910339,0.981846618,0.985732729,0.988755932,0.994254099,0.998327256,1.002417536,1.005863081,1.008923706,1.008494429,1.006836128,1.006629542,1.008366532,1.007613361,1.006940114,1.006243563,1.003904927,1.002255974,1.003111397,1.003251976,1.001520105,1.000096794,0.99881904,0.996637437,0.995801547,0.996388448,0.996752204,0.997924382,0.999894742,1.001747153,1.003954795,1.004614894,1.005110278,1.004351695,1.003844765,1.00382201,1.002848865,1.003310753,1.003757295,1.003489941,1.004388263,1.005274396,1.006503165,1.006716292,1.007815169,1.009542517,1.01131758,1.013343934,1.015132643,1.017832519,1.020793489,1.025744764,1.032052557,1.0380338,1.042614494,1.043289232,1.042681952,1.043466272,1.044960038,1.048186578,1.050214666,1.052680294,1.054279551,1.055960652,1.060832969,1.064706087,1.068648146,1.074902694,1.080379018,1.088301221,1.09627469,1.105070129,1.116406618,1.126046054,1.135741988,1.145373085,1.154832957,1.165594333,1.17416196,1.184197909,1.191506911,1.20208751,1.210274028,1.216192224,1.220906231,1.216986971,1.207941713,1.200946909,1.197188102,1.197901893,1.198636816,1.202694363,1.206226047,1.207131748,1.208803981,1.210257775,1.210944201,1.210177247,1.211372334,1.2120342,1.213041367,1.212636158,1.213160141,1.214334031,1.213853115,1.213549817,1.211439498,1.212494747,1.210521211,1.211525085,1.211128468,1.21112431,1.213881821,1.216499492,1.219706722,1.221540362,1.221682558,1.224358961,1.22448187,1.22784233,1.227615918,1.229064276,1.229501066,1.233693827,1.233788617,1.23346605,1.233562303,1.235139849,1.235146737,1.238488131,1.237117012,1.236438636,1.240383167,1.2386707,1.240693388,1.241136853,1.242456053,1.243855846,1.248048296,1.243644878,1.249143104,1.246384499,1.250241672,1.249816515,1.251376613,1.252580212,1.251225818,1.25750206,1.253218366,1.255987676,1.260163774,1.258058685,1.262171221,1.255999671,1.252330246,1.250049239,1.246409539,1.239541018,1.234186604,1.240501739,1.229231709,1.231958377
AA-API_P,0.908620146,0.916321975,0.918583544,0.918470797,0.921729571,0.921727225,0.921369137,0.925351604,0.928756954,0.929298666,0.930414561,0.933279622,0.93494882,0.936865579,0.937204912,0.939644736,0.941060176,0.944823767,0.94665899,0.953707419,0.9569564,0.961510742,0.964215282,0.965359776,0.9654314,0.965418957,0.963461278,0.962714746,0.961783936,0.962048671,0.962237907,0.962448142,0.962529109,0.962268381,0.962358132,0.961643437,0.961893231,0.96236507,0.961420859,0.961425605,0.96097895,0.960286514,0.959414538,0.957588704,0.957303212,0.957749892,0.95715339,0.956993179,0.955858747,0.956839792,0.956588923,0.957120418,0.957491346,0.956667868,0.957245808,0.958180034,0.958231346,0.959206791,0.960398148,0.963398637,0.965100936,0.967611273,0.970207596,0.972789809,0.975794088,0.979815973,0.982821976,0.987420377,0.991375741,0.994892143,0.999702318,1.004696903,1.008887131,1.013172409,1.015333739,1.015516725,1.013905353,1.013565257,1.015282652,1.015333588,1.014486654,1.013294691,1.010522555,1.008941817,1.010207935,1.009937595,1.008247923,1.005989637,1.004816075,1.00268609,1.001370346,1.001729836,1.00282186,1.00357798,1.005181711,1.007294653,1.009379404,1.010553861,1.011149391,1.009928076,1.009399171,1.009117059,1.008316781,1.008497545,1.008867702,1.009101204,1.00958601,1.010454294,1.011203034,1.012114748,1.012797129,1.014623842,1.016787163,1.018333544,1.020768776,1.023652933,1.02654932,1.031386953,1.038367493,1.045242542,1.049626532,1.049951105,1.049249843,1.049891038,1.051231237,1.054810297,1.05618137,1.058738121,1.060077957,1.061958474,1.066307736,1.069722094,1.073471959,1.079415432,1.085502721,1.092897192,1.100527128,1.110198344,1.121728605,1.131353077,1.141858747,1.151851003,1.163325826,1.174681782,1.184168638,1.194530314,1.204070663,1.215801375,1.225573392,1.233151325,1.237650217,1.231683231,1.22011261,1.21150737,1.206862997,1.206386457,1.206593765,1.210487776,1.214501808,1.214720532,1.216132913,1.215996986,1.216151732,1.216015147,1.216915684,1.218259784,1.219679697,1.219634113,1.219679617,1.221849382,1.221074021,1.222158165,1.219714707,1.220644212,1.21909097,1.220889329,1.221334666,1.219417567,1.22323743,1.225032172,1.229814932,1.230474001,1.231686618,1.234203054,1.235827151,1.237819236,1.239225567,1.240986314,1.241886116,1.245829269,1.245566082,1.245807876,1.245601914,1.247129916,1.247519575,1.251271621,1.248943956,1.250497741,1.252960288,1.251862525,1.255788185,1.255871184,1.257243196,1.258747332,1.261368811,1.256774349,1.262672894,1.26084032,1.26480029,1.261974128,1.264124405,1.268631838,1.267157384,1.271375912,1.270377717,1.273179829,1.271994152,1.270551273,1.274245619,1.270467447,1.266270858,1.261859041,1.261963142,1.253700973,1.249385904,1.257355108,1.232085159,1.240411195
AA-API_Pi_Average,0.933299454,0.94362069,0.944807156,0.946094134,0.945718001,0.945083172,0.94657549,0.949992901,0.951884086,0.953181835,0.954819183,0.957063262,0.958786684,0.95965995,0.9598309,0.962246716,0.964094071,0.967795713,0.96959644,0.975930858,0.979444364,0.985040944,0.987293071,0.988568687,0.989144544,0.988121553,0.98606202,0.984656422,0.984859084,0.984515753,0.984078301,0.985680491,0.985664669,0.984940852,0.984547547,0.983803997,0.9839639,0.985668736,0.983801709,0.983949298,0.982981574,0.983230687,0.982281288,0.979604468,0.980247157,0.979871592,0.979819425,0.978701305,0.978109969,0.979493557,0.979907645,0.979884963,0.980064204,0.979110626,0.980588134,0.981211264,0.981104113,0.982854937,0.983129781,0.986864089,0.987971698,0.990947423,0.993618157,0.996025615,0.999510252,1.003580156,1.00736107,1.011426942,1.015814098,1.019166492,1.024628724,1.029907212,1.034075911,1.038836116,1.040744097,1.040753532,1.039237473,1.039139291,1.041484058,1.040347518,1.039990279,1.038696153,1.035798521,1.03371587,1.034453715,1.03466323,1.032702702,1.02978306,1.029102545,1.026299806,1.025179635,1.025271268,1.026347154,1.026845947,1.029233605,1.030902908,1.03329808,1.033528905,1.034027779,1.033172272,1.032395141,1.031656882,1.031134574,1.031547502,1.031901488,1.031646828,1.032606218,1.033093107,1.034607346,1.034762683,1.035862806,1.037838085,1.039702247,1.041697474,1.044084009,1.046908034,1.050063045,1.055222022,1.062499342,1.069851491,1.074188085,1.075198913,1.074875015,1.074277549,1.075943835,1.079899107,1.081815574,1.084435755,1.085379272,1.087117491,1.090801415,1.095303638,1.098026608,1.10450957,1.110085255,1.117510822,1.125911145,1.135328269,1.146916513,1.157500997,1.167942823,1.178578827,1.190376552,1.203189591,1.214053163,1.224017661,1.234817553,1.247199924,1.257429903,1.264984565,1.271090799,1.264355479,1.251249078,1.241172194,1.236194391,1.236499465,1.236252292,1.241554236,1.2441067,1.245678142,1.246129404,1.246756596,1.246638498,1.245699137,1.246488919,1.247911784,1.249482956,1.249733709,1.25004585,1.250902207,1.2521706,1.251002335,1.248323112,1.249520781,1.249427735,1.250388467,1.250146758,1.249006188,1.251891214,1.254563093,1.257733101,1.259744478,1.26086272,1.261779747,1.263636407,1.265948901,1.266911813,1.269144038,1.26804441,1.272692476,1.270998252,1.2717274,1.270636983,1.27300564,1.272028536,1.276345881,1.274128949,1.272955354,1.277969397,1.274512839,1.27636158,1.278623025,1.27594863,1.281300834,1.284145963,1.27972205,1.281476854,1.28236803,1.284952425,1.283050326,1.283290503,1.286631363,1.286282604,1.290332479,1.287821466,1.289687992,1.293085182,1.295647324,1.295804047,1.292744517,1.291605452,1.28871204,1.282057564,1.284614257,1.287729497,1.277285348,1.274027626,1.28374474
AA-API_PP_Average,1.005936104,1.013246461,1.015104901,1.014043489,1.017372043,1.014044976,1.013189063,1.01694817,1.017413487,1.018510905,1.019060268,1.018856695,1.018886797,1.020475775,1.019079011,1.021605708,1.021694414,1.024264033,1.026226137,1.032502308,1.036743612,1.041407084,1.043614261,1.044314709,1.043693252,1.042379618,1.039636456,1.037224199,1.0353866,1.035270374,1.034954752,1.035061207,1.034057249,1.033964483,1.033175563,1.032469623,1.03219255,1.032224352,1.031082006,1.030759901,1.029971862,1.029674257,1.028430215,1.026759589,1.025289615,1.024627393,1.024355515,1.024304584,1.023071662,1.023751855,1.022909079,1.023052428,1.022673317,1.022519176,1.021292617,1.023019226,1.02316549,1.024067489,1.02406995,1.026129542,1.027319981,1.02943041,1.031005211,1.033227233,1.035673873,1.038628589,1.041287583,1.043958616,1.048073974,1.051229127,1.056139993,1.060153754,1.066360384,1.070570141,1.074003985,1.073308772,1.072462315,1.073054184,1.075443267,1.07623135,1.075212217,1.073121469,1.069617667,1.068992815,1.068884056,1.068111752,1.066841572,1.063931228,1.061244699,1.059100169,1.057923274,1.058039666,1.058116738,1.059377558,1.06120685,1.063835078,1.064792477,1.065710933,1.065649567,1.064163579,1.063447665,1.062488237,1.061417662,1.061605182,1.061892262,1.061450323,1.062158428,1.062300125,1.063267105,1.063516298,1.06446383,1.066094521,1.067859843,1.069408483,1.07123853,1.073810273,1.077102572,1.081271261,1.089893787,1.096768962,1.100910494,1.100043071,1.098155657,1.097741418,1.098857653,1.101979759,1.10376027,1.105279681,1.105684703,1.106847611,1.108132258,1.109535658,1.111791075,1.116244283,1.120481609,1.126663323,1.133524097,1.141612116,1.152079313,1.162789119,1.174868093,1.186105428,1.199473792,1.212681532,1.225130971,1.23891145,1.250420395,1.264439746,1.27709826,1.288276127,1.292574516,1.281417653,1.264799696,1.251326927,1.244923568,1.243188389,1.243971438,1.247189488,1.249972253,1.251220794,1.250131938,1.249916488,1.248178112,1.247467319,1.250828801,1.252159566,1.254307184,1.255336189,1.256647838,1.258460146,1.259131669,1.25971902,1.258108843,1.259044317,1.259948705,1.260617589,1.259901932,1.261641547,1.264753659,1.268307726,1.272425158,1.273542118,1.274783393,1.278014512,1.280535544,1.282640417,1.284392026,1.28844049,1.289925246,1.293435652,1.292338949,1.291636672,1.2913155,1.293132624,1.29584562,1.297942286,1.29836108,1.297603595,1.300006151,1.299716527,1.302599219,1.303684433,1.304995093,1.304322967,1.309884928,1.308945931,1.311091442,1.309473935,1.30982589,1.313744748,1.310941758,1.314278883,1.316380348,1.317625702,1.317068975,1.320117599,1.319891662,1.316372262,1.316083397,1.312822848,1.310836365,1.30971597,1.302904909,1.289766561,1.292895181,1.301996816,1.277218737,1.293597222
AA-API_R_Average,0.901521957,0.908465709,0.910386422,0.909011417,0.912136329,0.91274704,0.91309741,0.915500535,0.918412798,0.919614449,0.921587002,0.923893111,0.924974757,0.926088046,0.926360665,0.928655487,0.930730032,0.933542899,0.935837999,0.941726356,0.945435198,0.950464146,0.952448425,0.953980863,0.953639702,0.953002138,0.95176363,0.950636672,0.949740515,0.949982521,0.950297188,0.95079522,0.95037383,0.950156092,0.950100259,0.949269066,0.950332166,0.95065773,0.949492219,0.949171779,0.948941654,0.947863399,0.94746133,0.945341437,0.945293166,0.945078485,0.944711886,0.944784545,0.944298052,0.944994506,0.945009636,0.945168634,0.945070029,0.94493227,0.94545382,0.946697939,0.947165458,0.947616677,0.949293322,0.95151368,0.953311289,0.956049509,0.959233858,0.961642497,0.964855377,0.968214018,0.971923368,0.976181337,0.980577163,0.983893903,0.989895288,0.993955408,0.998240189,1.002086732,1.004870302,1.005079117,1.003037941,1.003082629,1.004866015,1.005047081,1.003682491,1.002561247,0.999892103,0.998934726,0.999237946,0.998820587,0.997509151,0.994839167,0.99428315,0.991665684,0.990889757,0.990874432,0.991544255,0.992328427,0.994324991,0.99635288,0.998578753,0.99925398,0.999636412,0.998769863,0.99812356,0.99781559,0.996774498,0.997663606,0.997719071,0.997614233,0.999118618,0.999417883,1.000364929,1.001213583,1.002440138,1.003943754,1.006060747,1.008296409,1.010401968,1.013027806,1.016687404,1.02127614,1.028592373,1.035581007,1.039835834,1.04050381,1.040654081,1.040839928,1.042753963,1.046206465,1.048479724,1.051257978,1.052792216,1.054859135,1.059101033,1.062774096,1.067259671,1.073249418,1.079286653,1.087320476,1.095807043,1.105280662,1.117271448,1.128395938,1.138552004,1.148557256,1.159451337,1.170269798,1.179827689,1.189554145,1.198264339,1.208906279,1.21745764,1.224539591,1.228708614,1.224388911,1.214827538,1.208691746,1.204911827,1.205210669,1.206199235,1.211273873,1.213873428,1.215723537,1.217274673,1.218058969,1.218687457,1.217468262,1.219034159,1.220823923,1.221510821,1.221330954,1.220683027,1.222621714,1.221070805,1.220988993,1.218373206,1.219185839,1.218047847,1.218711687,1.218129063,1.21664771,1.219288198,1.221317671,1.225557734,1.22667734,1.227301692,1.229260195,1.230256047,1.231790574,1.232102191,1.234140725,1.23531714,1.237594472,1.235660233,1.235958758,1.236170413,1.235611007,1.237229961,1.238895712,1.236256368,1.237292184,1.238582824,1.237773538,1.24028797,1.241250377,1.240231968,1.241264893,1.245817047,1.243113031,1.245744411,1.245290979,1.246557621,1.247421235,1.245663412,1.248415129,1.24826981,1.250960906,1.251005962,1.254072889,1.2534034,1.256086661,1.260718481,1.255592172,1.255852841,1.253479186,1.25194602,1.248147263,1.245851221,1.247726744,1.229423226,1.235944742
